Year Month;Region;Account Description;Product;Size;Size Numeric;Strength;WHO ATC 5 Code;Volume;Value;
201308;Sjælland;0120 Næstved Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201310;Sjælland;0120 Næstved Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201312;Sjælland;0120 Næstved Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201402;Sjælland;0120 Næstved Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201405;Sjælland;0120 Næstved Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201408;Sjælland;0120 Næstved Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201411;Sjælland;0120 Næstved Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201501;Sjælland;0120 Næstved Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;51475,62;
201505;Sjælland;0120 Næstved Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201508;Sjælland;0120 Næstved Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201510;Sjælland;0120 Næstved Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201512;Sjælland;0120 Næstved Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201604;Sjælland;0120 Næstved Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201606;Sjælland;0120 Næstved Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25094,36;
201608;Sjælland;0120 Næstved Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25094,36;
201611;Sjælland;0120 Næstved Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25094,36;
201612;Sjælland;0120 Næstved Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25094,36;
201704;Sjælland;0120 Næstved Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25094,36;
201706;Sjælland;0120 Næstved Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;24467;
201304;Sjælland;0130 Nakskov Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201305;Sjælland;0130 Nakskov Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201402;Sjælland;0130 Nakskov Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201405;Sjælland;0130 Nakskov Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201408;Sjælland;0130 Nakskov Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201411;Sjælland;0130 Nakskov Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201502;Sjælland;0130 Nakskov Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201505;Sjælland;0130 Nakskov Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201509;Sjælland;0130 Nakskov Løve apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25737,81;
201511;Sjælland;0130 Nakskov Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201602;Sjælland;0130 Nakskov Løve apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25737,81;
201605;Sjælland;0130 Nakskov Løve apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25094,36;
201609;Sjælland;0130 Nakskov Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;50188,72;
201611;Sjælland;0130 Nakskov Løve apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25094,36;
201702;Sjælland;0130 Nakskov Løve apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25094,36;
201705;Sjælland;0130 Nakskov Løve apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;24467;
201709;Sjælland;0130 Nakskov Løve apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;24467;
201711;Sjælland;0130 Nakskov Løve apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;24467;
201802;Sjælland;0130 Nakskov Løve apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;24467;
201805;Sjælland;0130 Nakskov Løve apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;23855,33;
201809;Sjælland;0130 Nakskov Løve apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;23855,33;
201812;Sjælland;0130 Nakskov Løve apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;23855,33;
201903;Sjælland;0130 Nakskov Løve apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;23258,95;
201906;Sjælland;0130 Nakskov Løve apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;23258,95;
201910;Sjælland;0130 Nakskov Løve apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;46517,9;
202001;Sjælland;0130 Nakskov Løve apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;22677,47;
202002;Sjælland;0130 Nakskov Løve apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;22677,47;
201011;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;54149,24;
201012;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;54149,24;
201105;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;0;0;
201108;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;27074,62;
201111;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;27074,62;
201201;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;27074,62;
201204;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;27074,62;
201205;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201207;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;27074,62;
201207;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;3;81223,86;
201210;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;27074,62;
201212;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;27074,62;
201212;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;0;0;
201302;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;54149,24;
201303;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;27074,62;
201303;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201304;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201306;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;26397,75;
201308;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;26397,75;
201308;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201309;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201311;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;26397,75;
201311;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201312;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201402;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;26397,75;
201402;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201405;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25737,81;
201405;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201407;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25737,81;
201408;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201410;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25737,81;
201410;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201501;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25737,81;
201501;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201501;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml)(EuroPharmaDK);1;45 mg;L04AC05;1;24995;
201504;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25737,81;
201504;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201505;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201507;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25737,81;
201507;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201508;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201509;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25737,81;
201509;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201510;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201512;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25737,81;
201512;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201601;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201602;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25737,81;
201603;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201604;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25737,81;
201604;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201606;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25094,36;
201607;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25094,36;
201608;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25094,36;
201609;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25094,36;
201609;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25094,36;
201610;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25094,36;
201611;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25094,36;
201702;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25094,36;
201702;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25094,36;
201704;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;24467;
201705;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;24467;
201707;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;24467;
201708;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;24467;
201709;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;24467;
201710;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;24467;
201712;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;24467;
201801;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;24467;
201802;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;24467;
201804;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;23855,33;
201805;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;23855,33;
201807;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;23855,33;
201807;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;23855,33;
201809;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;23855,33;
201809;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;23855,33;
201811;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;23855,33;
201812;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;23855,33;
201902;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;23855,33;
201902;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;23258,95;
201904;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;23258,95;
201906;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;23258,95;
201907;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;23258,95;
201908;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;23258,95;
201909;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;2;46517,9;
201910;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;23258,95;
201910;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;46517,9;
201911;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;23258,95;
201912;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;22677,47;
202001;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;22677,47;
202002;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;22677,47;
202005;Sjælland;0140 Køge Torvets apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;22677,47;
202006;Sjælland;0140 Køge Torvets apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;22677,47;
201312;Sjælland;0142 Solrød apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201401;Sjælland;0142 Solrød apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201404;Sjælland;0142 Solrød apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201502;Sjælland;0142 Solrød apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201601;Sjælland;0142 Solrød apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201710;Sjælland;0142 Solrød apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;24467;
201805;Sjælland;0142 Solrød apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;23855,33;
201808;Sjælland;0142 Solrød apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;23855,33;
201907;Sjælland;0142 Solrød apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;23258,95;
202004;Sjælland;0142 Solrød apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;22677,47;
201308;Sjælland;0170 Roskilde Dom Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;52795,5;
201312;Sjælland;0170 Roskilde Dom Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201401;Sjælland;0170 Roskilde Dom Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201403;Sjælland;0170 Roskilde Dom Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;52795,5;
201405;Sjælland;0170 Roskilde Dom Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201408;Sjælland;0170 Roskilde Dom Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201409;Sjælland;0170 Roskilde Dom Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201412;Sjælland;0170 Roskilde Dom Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201503;Sjælland;0170 Roskilde Dom Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201503;Sjælland;0170 Roskilde Dom Apotek;Stelara;1 stk.  (0,5 ml)(EuroPharmaDK);1;45 mg;L04AC05;1;24995;
201509;Sjælland;0170 Roskilde Dom Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201512;Sjælland;0170 Roskilde Dom Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201603;Sjælland;0170 Roskilde Dom Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201606;Sjælland;0170 Roskilde Dom Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25094,36;
201612;Sjælland;0170 Roskilde Dom Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25094,36;
201701;Sjælland;0170 Roskilde Dom Apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25094,36;
201310;Sjælland;0180 Løve Apotek Nykøbing F.;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201304;Sjælland;0181 Løve Apotek Nysted;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;27074,62;
201306;Sjælland;0181 Løve Apotek Nysted;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;26397,75;
201307;Sjælland;0181 Løve Apotek Nysted;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;26397,75;
201310;Sjælland;0181 Løve Apotek Nysted;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201311;Sjælland;0181 Løve Apotek Nysted;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;52795,5;
201312;Sjælland;0181 Løve Apotek Nysted;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201402;Sjælland;0181 Løve Apotek Nysted;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;52795,5;
201403;Sjælland;0181 Løve Apotek Nysted;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201406;Sjælland;0181 Løve Apotek Nysted;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;51475,62;
201407;Sjælland;0181 Løve Apotek Nysted;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201502;Sjælland;0181 Løve Apotek Nysted;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201508;Sjælland;0181 Løve Apotek Nysted;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201604;Sjælland;0181 Løve Apotek Nysted;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201607;Sjælland;0181 Løve Apotek Nysted;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;50188,72;
201611;Sjælland;0181 Løve Apotek Nysted;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25094,36;
201703;Sjælland;0181 Løve Apotek Nysted;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25094,36;
201211;Sjælland;0250 Maribo apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201212;Sjælland;0250 Maribo apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201302;Sjælland;0250 Maribo apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201303;Sjælland;0250 Maribo apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201304;Sjælland;0250 Maribo apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201305;Sjælland;0250 Maribo apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;4;105591;
201309;Sjælland;0250 Maribo apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;4;105591;
201401;Sjælland;0250 Maribo apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;52795,5;
201402;Sjælland;0250 Maribo apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201406;Sjælland;0250 Maribo apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;4;102951,24;
201501;Sjælland;0250 Maribo apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;4;102951,24;
201507;Sjælland;0250 Maribo apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;4;102951,24;
201512;Sjælland;0250 Maribo apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;4;102951,24;
201606;Sjælland;0250 Maribo apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;4;100377,44;
201609;Sjælland;0250 Maribo apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;4;100377,44;
201703;Sjælland;0250 Maribo apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;4;100377,44;
201709;Sjælland;0250 Maribo apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;4;97868;
201512;Hovedstaden;0310 København Vaisenhus apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25737,81;
201611;Hovedstaden;0310 København Vaisenhus apotek;Stelara;1  eng. spr. a 1 ml;1;90 mg;L04AC05;1;25094,36;
201106;Sjælland;0320 Vordingborg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;54149,24;
201108;Sjælland;0320 Vordingborg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;4;108298,48;
201109;Sjælland;0320 Vordingborg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201110;Sjælland;0320 Vordingborg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201112;Sjælland;0320 Vordingborg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;54149,24;
201202;Sjælland;0320 Vordingborg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201204;Sjælland;0320 Vordingborg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201207;Sjælland;0320 Vordingborg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201210;Sjælland;0320 Vordingborg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201212;Sjælland;0320 Vordingborg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;54149,24;
201304;Sjælland;0320 Vordingborg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;27074,62;
201305;Sjælland;0320 Vordingborg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201306;Sjælland;0320 Vordingborg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;52795,5;
201307;Sjælland;0320 Vordingborg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201309;Sjælland;0320 Vordingborg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;26397,75;
201312;Sjælland;0320 Vordingborg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;52795,5;
201403;Sjælland;0320 Vordingborg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;52795,5;
201406;Sjælland;0320 Vordingborg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;2;51475,62;
201407;Sjælland;0320 Vordingborg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
201409;Sjælland;0320 Vordingborg apotek;Stelara;1 stk.  (0,5 ml);1;45 mg;L04AC05;1;25737,81;
